2013-03-31,2.94
2013-02-28,3.17
2013-01-31,3.07
2012-12-31,3.0
2012-11-30,3.01
2012-10-31,3.14
2012-09-30,3.13
2012-08-31,3.05
2012-07-31,2.81
2012-06-30,2.62
2012-05-31,2.91
2012-04-30,3.15
2012-03-31,3.22
2012-02-29,3.2
2012-01-31,3.05
2011-12-31,2.89
2011-11-30,3.05
2011-10-31,2.95
2011-09-30,2.92
2011-08-31,2.95
2011-07-31,3.07
2011-06-30,2.97
2011-05-31,2.95
2011-04-30,3.2
2011-03-31,3.03
2011-02-28,2.77
2011-01-31,2.6
